0.5	7.33591
0.50005	7.36412
0.5001	6.86228
0.50015	6.35961
0.5002	8.48858
0.50025	7.03507
0.5003	6.84796
0.50035	9.35036
0.5004	8.2917
0.50045	8.90732
0.500501	8.22121
0.500551	8.88817
0.500601	6.53966
0.500651	8.23245
0.500701	7.43567
0.500751	8.43579
0.500801	9.14424
0.500851	8.5142
0.500902	6.84492
0.500952	6.3304
0.501002	7.80397
0.501052	10.1456
0.501102	8.03435
0.501153	8.07313
0.501203	6.61234
0.501253	8.55865
0.501303	7.67252
0.501354	9.71132
0.501404	8.22889
0.501454	8.37266
0.501505	9.51466
0.501555	8.03906
0.501605	7.91973
0.501655	6.99401
0.501706	7.88033
0.501756	8.87911
0.501807	6.57297
0.501857	9.40689
0.501907	7.11114
0.501958	7.86534
0.502008	8.5449
0.502058	6.22897
0.502109	8.89842
0.502159	8.10322
0.50221	8.17894
0.50226	9.67407
0.502311	10.3727
0.502361	8.48902
0.502412	8.69136
0.502462	7.93184
0.502513	7.01153
0.502563	8.57866
0.502614	6.64045
0.502664	8.99376
0.502715	7.21377
0.502765	8.41664
0.502816	9.42387
0.502866	7.27289
0.502917	7.07396
0.502968	7.96457
0.503018	6.77425
0.503069	7.59396
0.503119	9.26529
0.50317	7.6359
0.503221	8.79359
0.503271	8.26144
0.503322	7.23866
0.503373	7.4876
0.503423	9.60584
0.503474	9.50059
0.503525	7.08186
0.503575	7.37813
0.503626	8.06245
0.503677	7.60739
0.503728	7.47059
0.503778	6.95124
0.503829	6.49918
0.50388	8.30733
0.503931	6.80309
0.503981	6.70118
0.504032	7.74395
0.504083	7.61459
0.504134	9.01313
0.504185	7.89894
0.504236	8.30414
0.504286	8.33544
0.504337	8.52161
0.504388	10.9854
0.504439	8.80349
0.50449	7.9355
0.504541	8.7841
0.504592	7.95237
0.504643	8.37261
0.504694	7.37015
0.504745	7.84383
0.504796	7.24792
0.504847	9.70226
0.504898	7.94528
0.504948	9.43808
0.504999	9.24078
0.505051	9.18613
0.505102	7.96558
0.505153	6.67335
0.505204	7.78691
0.505255	7.4079
0.505306	8.46899
0.505357	7.79276
0.505408	9.15373
0.505459	8.87466
0.50551	6.61611
0.505561	8.52329
0.505612	6.67883
0.505663	9.00632
0.505715	5.61019
0.505766	8.27627
0.505817	8.16076
0.505868	7.14273
0.505919	5.66954
0.50597	7.48424
0.506022	7.60273
0.506073	7.97903
0.506124	8.15808
0.506175	7.62653
0.506227	7.6506
0.506278	6.19272
0.506329	7.33301
0.50638	7.39462
0.506432	7.23149
0.506483	7.32519
0.506534	6.80511
0.506586	6.759
0.506637	7.69249
0.506688	8.58851
0.50674	8.50417
0.506791	5.94918
0.506842	7.23176
0.506894	8.88999
0.506945	8.03335
0.506997	10.2447
0.507048	8.13283
0.507099	9.4987
0.507151	7.45486
0.507202	7.33636
0.507254	6.87164
0.507305	8.13212
0.507357	7.0562
0.507408	7.8438
0.50746	8.73183
0.507511	9.89752
0.507563	7.36563
0.507614	7.67199
0.507666	7.73947
0.507717	6.58634
0.507769	6.67715
0.50782	8.21425
0.507872	7.9136
0.507924	6.88752
0.507975	6.10307
0.508027	7.29563
0.508078	7.15201
0.50813	9.959
0.508182	8.04915
0.508233	10.3245
0.508285	8.68688
0.508337	6.95728
0.508388	9.32644
0.50844	8.22609
0.508492	6.22121
0.508544	8.88601
0.508595	8.77199
0.508647	6.99729
0.508699	8.4
0.508751	9.09159
0.508802	7.38551
0.508854	6.80328
0.508906	7.59479
0.508958	6.25237
0.509009	8.9655
0.509061	8.38516
0.509113	6.72014
0.509165	5.50038
0.509217	7.0462
0.509269	9.3764
0.509321	5.81785
0.509372	7.85395
0.509424	10.1179
0.509476	7.82459
0.509528	7.27752
0.50958	7.81113
0.509632	8.75877
0.509684	7.0224
0.509736	7.27433
0.509788	8.53487
0.50984	6.94286
0.509892	8.49958
