0 0 0
1 16.0714 12.4765
2 12.8682 9.98723
3 6.77184 18.6641
4 17.4809 11.9695
5 -9.65668 20.9452
6 21.7682 17.9988
7 4.56037 15.194
8 11.2187 15.7305
9 -3.64408 15.3872
10 9.60612 15.2866
11 -0.469554 15.3738
12 13.8844 10.6523
13 -21.0562 12.5352
14 -6.68764 11.3143
15 13.8773 13.7616
16 -16.3783 14.519
17 18.9579 17.573
18 -15.7417 13.8447
19 4.2396 17.0579
20 -5.96815 15.9325
21 35.6892 13.4987
22 17.0649 15.1778
23 11.1477 14.0305
24 -8.65911 9.13227
25 -3.97601 10.5318
26 7.44599 15.0837
27 -0.0771824 14.427
28 3.7174 18.4192
29 14.2733 13.3085
30 -22.0366 12.5644
31 -14.0364 10.5945
32 -3.59788 15.7754
33 6.2311 12.4955
34 -23.1552 10.8042
35 0.88922 16.5215
36 9.58694 14.1724
37 -27.3223 14.4126
38 24.8868 11.7588
39 -28.9137 14.2118
40 -7.03328 10.87
41 3.28795 11.0838
42 5.74449 13.2971
43 2.89322 11.634
44 17.9252 16.722
45 -21.5138 16.6007
46 26.8344 10.7327
47 -19.192 13.3672
48 10.4265 12.631
49 -15.7636 13.3388
50 -14.1593 12.9888
51 -3.92315 15.0292
52 -27.7264 13.1184
53 13.3451 16.2247
54 -3.57425 15.8454
55 -23.2311 14.4457
56 -7.42959 9.06312
57 13.4949 12.4006
58 4.44802 13.7725
59 -6.90401 14.9667
60 24.9106 17.6424
61 30.5838 14.9553
62 17.1473 15.5727
63 -18.0746 14.4381
64 -3.65295 13.482
65 12.131 13.3834
66 -6.34791 12.6748
67 10.0161 12.6733
68 9.5555 15.9339
69 6.58995 16.4454
70 3.5356 15.7401
71 -17.4044 13.3234
72 2.05609 13.7445
73 0.157039 12.305
74 -7.86801 12.4955
75 -16.5681 13.0201
76 -7.36329 8.62367
77 2.89411 14.6481
78 -11.6601 15.4824
79 -10.5872 14.2238
80 1.18394 12.2475
81 -8.09044 12.335
82 13.8524 15.0739
83 -1.82177 12.8018
84 -13.9737 10.5225
85 -2.59844 19.3655
86 14.198 16.7899
87 -9.69624 12.737
88 -19.046 14.7831
89 -1.13334 16.0161
90 -5.38936 15.4021
91 -24.3316 14.0596
92 1.3583 15.4257
93 4.03884 14.1772
94 2.77168 12.5566
95 -15.1978 13.4235
96 -5.05812 12.3577
97 27.3277 17.869
98 19.411 11.4089
99 3.12024 14.7573
100 2.78631 12.8553
101 -3.663 20.7805
102 -6.96604 16.1704
103 16.4651 12.744
104 4.00324 12.812
105 10.7924 16.6927
106 -0.47387 16.5889
107 16.9766 13.4421
108 7.08866 13.8084
109 7.0738 17.5675
110 -7.69036 14.3922
111 -21.5857 12.4895
112 -17.8394 17.147
113 15.3634 16.0463
114 5.2212 13.3737
115 -4.30278 17.5595
116 2.19605 19.0309
117 14.7411 13.9942
118 1.87607 18.2299
119 20.1137 16.5833
120 10.9737 11.7967
121 2.12009 12.7409
122 1.23802 12.7571
123 1.2003 12.5121
124 18.4876 11.8821
125 -7.3669 14.3484
126 40.5292 14.5058
127 -29.9654 13.9993
128 -7.93805 12.0089
129 15.5039 14.8878
130 13.2718 12.7841
131 -31.6421 16.7045
132 10.6938 15.2495
133 8.60311 14.3154
134 14.539 16.3679
135 -6.20813 16.7498
136 7.49891 15.8251
137 -3.61781 13.5885
138 -9.53139 15.0457
139 -14.4762 13.8862
140 12.7692 14.6954
141 -14.159 17.3216
142 -1.30315 15.1379
143 -21.5252 16.5484
144 15.8315 14.5052
145 -3.31489 13.4164
146 -3.90706 10.7285
147 15.6697 17.1501
148 2.00872 14.4907
149 -15.9697 16.1416
150 2.52761 15.2577
151 -29.6422 18.0487
152 -4.60215 12.939
153 -8.57144 17.3484
154 0.00971835 10.3429
155 4.74139 13.2644
156 -13.3675 16.9264
157 -1.26945 14.5975
158 -2.28613 14.4968
159 7.36852 10.7733
160 -3.59908 16.0102
161 -25.2866 16.5349
162 -10.6805 13.7674
163 -7.08953 16.4469
164 -19.1162 14.7938
165 -14.5216 15.3873
166 9.62814 13.8861
167 -7.93241 11.1122
168 1.35287 18.091
169 -19.6136 14.8713
170 8.23751 15.1534
171 -11.9473 10.4832
172 -5.92033 12.0554
173 17.7385 13.6301
174 -12.7705 15.3108
175 -4.16652 16.7434
176 -16.6725 15.898
177 2.76039 13.382
178 -2.19107 12.9428
179 -20.8044 16.1106
180 17.2994 13.9517
181 11.8862 15.1114
182 -0.193174 18.9223
183 12.7885 17.2838
184 2.12556 15.757
185 29.6578 15.3548
186 -4.23234 15.3837
187 -8.36814 16.908
188 -17.6784 12.999
189 4.82217 12.2034
190 0.252751 12.9838
191 -23.7549 11.6286
192 1.85884 15.3716
193 7.56146 12.5275
194 -19.7453 17.7712
195 14.1091 12.3623
196 -27.0681 12.6768
197 -8.16783 17.2439
198 24.6676 16.1421
199 0.164784 15.3215
200 -22.8811 14.8125
201 -19.1765 17.6856
202 -3.30697 17.434
203 37.6049 13.7149
204 -18.1337 12.6086
205 14.3406 12.9735
206 -23.7018 12.3885
207 -16.9838 15.3275
208 -19.3053 14.5373
209 30.6577 11.8303
210 -19.3104 15.2492
211 -4.28773 17.5465
212 -3.23754 17.387
213 -25.2109 12.189
214 16.5284 14.535
215 2.26291 11.3627
216 19.7517 17.4125
217 30.1498 14.9486
218 4.17955 21.5012
219 2.38375 12.6346
220 -12.1924 18.0241
221 2.91475 14.713
222 -11.4352 12.3793
223 9.85783 14.6181
224 -1.95689 14.7102
225 -1.86038 21.9735
226 -5.87361 18.2854
227 4.88054 15.1403
228 0.564861 12.552
229 -22.4696 13.9209
230 4.28908 16.6201
231 -12.0371 10.8947
232 7.23894 12.8971
233 -2.96151 16.411
234 4.95126 15.1221
235 -4.86693 18.3235
236 -2.18434 14.7918
237 30.1636 16.2471
238 3.84093 19.2666
239 17.2107 15.5762
240 0.63448 10.8279
241 5.9897 11.8422
242 -2.43212 16.7556
243 -2.07385 15.343
244 0.135072 10.6809
245 -3.42246 11.1787
246 -0.67948 12.2762
247 -25.9449 11.9155
248 12.5224 12.6005
249 -23.0989 12.0901
250 -3.17074 13.4537
251 15.9281 14.1494
252 -1.29794 12.04
253 14.7487 16.5723
254 -31.5904 12.4253
255 -19.0085 15.1799
256 21.6242 18.5752
257 -8.76213 10.5572
258 -18.4474 17.6002
259 9.03856 14.3429
260 -3.08628 15.004
261 -7.78074 14.4317
262 0.564686 16.8828
263 -0.71586 14.2027
