0	7.61163
1	7.61163
2	7.51696
3	7.51696
4	7.51696
5	7.47736
6	7.47736
7	7.47736
8	7.43357
9	7.43357
10	7.43357
11	7.31027
12	7.29867
13	7.29867
14	7.24924
15	7.22569
16	7.20699
17	7.15792
18	7.15792
19	7.12231
20	7.12231
21	7.12231
22	7.07191
23	7.05895
24	7.05895
25	7.05895
26	7.05895
27	7.0461
28	7.04556
29	7.04556
30	7.04556
31	7.04556
32	7.04556
33	7.033
34	7.033
35	7.02883
36	7.02883
37	7.02883
38	7.02883
39	6.95567
40	6.95567
41	6.95567
42	6.95567
43	6.95179
44	6.93816
45	6.88631
46	6.88631
47	6.84465
48	6.8228
49	6.8228
50	6.8228
51	6.78695
52	6.71966
53	6.71966
54	6.69352
55	6.69352
56	6.62576
57	6.62576
58	6.62576
59	6.52998
60	6.52998
61	6.52998
62	6.52998
63	6.52998
64	6.52998
65	6.46912
66	6.46912
67	6.46912
68	6.46912
69	6.38235
70	6.32753
71	6.31463
72	6.31463
73	6.31463
74	6.31463
75	6.31463
76	6.31116
77	6.31116
78	6.31116
79	6.31116
80	6.31116
81	6.31116
82	6.31116
83	6.27431
84	6.27431
85	6.27431
86	6.27431
87	6.27431
88	6.27431
89	6.27431
90	6.26479
91	6.26479
92	6.26479
93	6.25867
94	6.22204
95	6.1539
96	6.1539
97	6.1199
98	6.1199
99	6.1044
100	6.0554
101	6.0554
102	6.0554
103	6.04623
104	6.04623
105	6.04623
106	6.04623
107	6.00891
108	5.97159
109	5.97159
110	5.94001
111	5.86993
112	5.82829
113	5.80526
114	5.77711
115	5.76941
116	5.76648
117	5.74762
118	5.70837
119	5.70837
120	5.70837
121	5.70837
122	5.70837
123	5.70837
124	5.70837
125	5.67664
126	5.67664
127	5.67664
128	5.67664
129	5.67664
130	5.65465
131	5.65465
132	5.65465
133	5.65465
134	5.64621
135	5.64621
136	5.64621
137	5.64621
138	5.64343
139	5.64343
140	5.64152
141	5.64152
142	5.63531
143	5.63531
144	5.62957
145	5.62957
146	5.62957
147	5.62957
148	5.62383
149	5.60467
150	5.60467
151	5.60467
152	5.60467
153	5.60193
154	5.59631
155	5.59475
156	5.59175
157	5.59175
158	5.59175
159	5.59175
160	5.59175
161	5.58827
162	5.58806
163	5.58806
164	5.57464
165	5.57464
166	5.57464
167	5.57464
168	5.57455
169	5.57455
170	5.57455
171	5.57455
172	5.56986
173	5.56986
174	5.56986
175	5.55388
176	5.55388
177	5.54934
178	5.54886
179	5.51274
180	5.49417
181	5.49417
182	5.46675
183	5.46675
184	5.46675
185	5.46675
186	5.46675
187	5.46675
188	5.44239
189	5.44239
190	5.44239
191	5.44239
192	5.44239
193	5.44239
194	5.44239
195	5.44239
196	5.44239
197	5.44239
198	5.41536
199	5.41536
200	5.41536
201	5.41536
202	5.41536
203	5.41536
204	5.41536
205	5.41536
206	5.41536
207	5.41536
208	5.41536
209	5.41536
210	5.41499
211	5.41499
212	5.41499
213	5.41499
214	5.41499
215	5.41499
216	5.41499
217	5.41499
218	5.41499
219	5.41499
220	5.41499
221	5.41499
222	5.41499
223	5.41499
224	5.40475
225	5.39985
226	5.3951
227	5.3951
228	5.3951
229	5.38172
230	5.38172
231	5.37184
232	5.37184
233	5.37184
234	5.37184
235	5.37184
236	5.33501
237	5.33501
238	5.33501
239	5.33501
240	5.33501
241	5.33501
242	5.33501
243	5.33501
244	5.33501
245	5.31509
246	5.31509
247	5.31509
248	5.31509
249	5.31509
250	5.31509
251	5.31509
252	5.31509
253	5.31509
254	5.29887
255	5.29887
256	5.29887
257	5.29887
258	5.27781
259	5.2664
260	5.25285
261	5.25285
262	5.23931
263	5.22844
264	5.22844
265	5.22844
266	5.21817
267	5.19287
268	5.1902
269	5.1902
270	5.1902
271	5.18749
272	5.18211
273	5.18211
274	5.17672
275	5.17672
276	5.17672
277	5.17672
278	5.17672
279	5.17672
280	5.17672
281	5.17672
282	5.17672
283	5.17672
284	5.17672
285	5.17672
286	5.17672
287	5.17672
288	5.17672
289	5.17672
290	5.17672
291	5.17669
292	5.17669
293	5.17669
294	5.17669
295	5.17665
296	5.17665
297	5.17665
298	5.17665
299	5.17665
300	5.17099
301	5.17096
302	5.17092
303	5.17092
304	5.17089
305	5.17089
306	5.16523
307	5.16523
308	5.16523
309	5.16523
310	5.16523
311	5.16523
312	5.16523
313	5.16523
314	5.1652
315	5.1652
316	5.16516
317	5.16516
318	5.16516
319	5.1623
320	5.1623
321	5.16226
322	5.16226
323	5.16226
324	5.16226
325	5.16226
326	5.16226
327	5.1594
328	5.1594
329	5.1594
330	5.1594
331	5.15657
332	5.15649
333	5.15649
334	5.14801
335	5.13952
336	5.13952
337	5.13952
338	5.13952
339	5.13374
340	5.13374
341	5.13091
342	5.12529
343	5.09935
344	5.09935
345	5.09373
346	5.0881
347	5.08524
348	5.0797
349	5.07966
350	5.07966
351	5.05654
352	5.05363
353	5.04424
354	5.04424
355	5.04424
356	5.04132
357	5.03856
358	5.03856
359	5.03023
360	5.03023
361	5.03023
362	5.03023
363	5.0099
364	5.0099
365	5.0099
366	5.0099
367	4.98962
368	4.95712
369	4.9568
370	4.95102
371	4.95102
372	4.93069
373	4.93069
374	4.92799
375	4.92799
376	4.90221
377	4.87642
378	4.87642
379	4.87642
380	4.87642
381	4.87642
382	4.87642
383	4.87372
384	4.84138
385	4.84138
386	4.81445
387	4.81445
388	4.81445
389	4.81445
390	4.76739
391	4.76739
392	4.73269
393	4.71337
394	4.71337
395	4.69976
396	4.69976
397	4.69411
398	4.69411
399	4.69407
400	4.69404
401	4.68841
402	4.68841
403	4.67062
404	4.67062
405	4.665
406	4.665
407	4.665
408	4.665
409	4.665
410	4.665
411	4.65391
412	4.65391
413	4.65391
414	4.65391
415	4.65391
416	4.65391
417	4.64829
418	4.64829
419	4.64829
420	4.64376
421	4.64376
422	4.6372
423	4.63065
424	4.63065
425	4.63065
426	4.6241
427	4.61754
428	4.61099
429	4.61099
430	4.60434
431	4.60434
432	4.60434
433	4.60434
434	4.60434
435	4.59779
436	4.59779
437	4.59779
438	4.59661
439	4.59661
440	4.59543
441	4.59543
442	4.58887
443	4.58887
444	4.5835
445	4.5835
446	4.5835
447	4.57813
448	4.57276
449	4.57276
450	4.57276
451	4.57276
452	4.57058
453	4.56949
454	4.56949
455	4.56949
456	4.56949
457	4.56949
458	4.56949
459	4.56949
460	4.56949
461	4.56949
462	4.56949
463	4.56949
464	4.56949
465	4.56949
466	4.56949
467	4.56949
468	4.56949
469	4.56949
470	4.55333
471	4.55333
472	4.55333
473	4.55333
474	4.55333
475	4.55333
476	4.55333
477	4.55333
478	4.55333
479	4.55333
480	4.55333
481	4.55333
482	4.55333
483	4.55333
484	4.55333
485	4.55333
486	4.55333
487	4.55333
488	4.55333
489	4.55185
490	4.55185
491	4.55185
492	4.55185
493	4.55185
494	4.55185
495	4.55185
496	4.55185
497	4.55185
498	4.55185
499	4.55185
500	4.55185
501	4.55185
502	4.55185
503	4.55185
504	4.55185
505	4.55185
506	4.55185
507	4.55185
508	4.55185
509	4.55185
510	4.52131
511	4.52131
512	4.52131
513	4.52131
514	4.52131
515	4.52131
516	4.52131
517	4.46022
